버스정류장코드,시도명,시군코드,버스정류장명,측정시간,측정원본시간,미세먼지PM2점5측정값,미세먼지PM10측정값,일산화탄소측정값,이산화황측정값,이산화질소측정값,외부온도측정값,외부습도측정값,풍향,풍속측정값
00001,남양주시,41360,센코-국가측정비교-오남읍사무소,2020-09-01 03:22:45,1598930565,4,7,0,0.135,0.035,24.2,78.8,W ,0
00004,남양주시,41360,센코-국가측정비교-오남읍사무소,2020-09-01 03:23:44,1598930624,5,9,0,0.036,0.044,24.2,77.9,W ,0.2
00007,성남시,41130,센코-국가측정비교-상대원1동 행정복지센터,2020-09-01 03:26:39,1598930799,7,12,0,0,0.07,24.4,77.6,SW,0.3
00003,남양주시,41360,센코-국가측정비교-화도읍사무소,2020-09-01 03:24:56,1598930696,0,0,0,0.077,0.045,23,83.5,SW,0
00002,남양주시,41360,센코-국가측정비교-화도읍사무소,2020-09-01 03:22:45,1598930565,7,14,0.074,0.097,0.011,23.2,83.9,SW,0
05071,성남시,41130,신흥시장.수정보건소,2020-09-01 03:30:38,1598931038,5,8,0.597,0,0.086,25,75,S ,0.3
23991,남양주시,41360,휴먼시아6.7단지.가운중학교,2020-09-01 03:29:24,1598930964,3,7,0,1.983,0.103,24.2,81.8,N ,0
07487,성남시,41130,백현마을2단지,2020-09-01 03:23:18,1598930598,6,10,0,0.084,0.02,24.9,78.4,SE,0.3
23900,남양주시,41360,가운배수펌프장,2020-09-01 03:25:36,1598930736,2,3,0.098,0.061,0.108,24.1,80.9,SE,0
07053,성남시,41130,아데나펠리스,2020-09-01 03:24:29,1598930669,6,9,0,0,0.073,25,78.6,NE,0.8
23880,남양주시,41360,가운휴먼시아1.2.3.4단지,2020-09-01 03:22:28,1598930548,6,17,0,0.15,0.096,22.8,91.6,NW,0
07010,성남시,41130,운중고등학교,2020-09-01 03:28:44,1598930924,5,7,0.146,0.1,0,24.2,83,SW,0
23928,남양주시,41360,남양주제2청사.남양주경찰서,2020-09-01 03:22:55,1598930575,15,40,0,0.012,0.138,22.1,94.7,NE,0
05143,성남시,41130,가천대역.가천대학교,2020-09-01 03:22:55,1598930575,4,5,0,0.01,0.056,24.8,76.8,NW,0.8
49454,남양주시,41360,한림로얄팰리스.초석빌리지,2020-09-01 03:24:08,1598930648,6,12,0,0,0.189,23,83.7,NW,0
06043,성남시,41130,성남자이아파트,2020-09-01 03:24:01,1598930641,6,9,0.216,0.032,0.012,24.2,79.6,SE,0
23182,남양주시,41360,"남양주체육문화센터,에일린의뜰",2020-09-01 03:25:35,1598930735,7,17,0,0.017,0.09,23.9,82.3,N ,0
07492,성남시,41130,판교역.낙생육교.현대백화점,2020-09-01 03:24:31,1598930671,5,8,0,0,0.094,24.8,79.8,NW,0.3
23496,남양주시,41360,호평동주민센터,2020-09-01 03:31:10,1598931070,4,8,0,0,0.063,23.4,81.5,W ,0.2
00005,성남시,41130,센코-국가측정비교-단대동 행정복지센터,2020-09-04 03:28:09,1599190089,23,32,0,0.005,0.051,21.1,85.2,NE,0.3
06211,성남시,41130,상원초교.성남중앙병원.양지동청소년문화의집,2020-09-04 03:22:45,1599189765,19,25,0,0,0.049,21.6,82.5,E ,1.8
05092,성남시,41130,산성역.신흥주공아파트후문,2020-09-04 03:24:04,1599189844,16,22,0.493,0,0.077,21.3,85,E ,0.4
05001,성남시,41130,판교제2테크노밸리,2020-09-04 03:29:51,1599190191,17,24,0.156,0.131,0.034,19.6,96.2,SE,0
06083,성남시,41130,신구대학,2020-08-28 02:39:09,1598582349,16,18,0.145,0,0.091,26.2,92.3,SW,0.2
05080,성남시,41130,성남수정새마을금고.한국사회적기업진흥원,2020-09-04 03:29:33,1599190173,22,31,0,0,0.036,21.5,83.8,W ,0.5
06164,성남시,41130,모란역.모란시장입구.풍생중고교,2020-09-04 03:20:43,1599189643,35,44,0,0,0.036,21.8,84.3,NE,0.7
06155,성남시,41130,현대아파트.중원도서관,2020-09-04 03:20:29,1599189629,21,25,0,0,0.046,21.4,85.8,NW,1.7
07367,성남시,41130,"동부, 코오롱 아파트",2020-09-04 03:20:01,1599189601,22,29,0.257,0,0.018,21.4,86.7,W ,0
07020,성남시,41130,너더리육교,2020-09-04 03:25:13,1599189913,19,25,0,0,0.067,19.8,91.4,S ,0
06229,성남시,41130,성남시청,2020-09-04 03:27:15,1599190035,37,43,0,0,0.099,21.2,86.7,W ,0.9
07334,성남시,41130,청솔주공6단지,2020-09-04 03:24:32,1599189872,15,17,0.205,0,0.068,21.1,89.1,SE,0.1
07472,성남시,41130,분당중앙고앞,2020-09-04 03:24:13,1599189853,4,6,0.375,0,0.087,20.9,89.4,N ,0.5
07116,성남시,41130,분당도서관.계원예고.이마트,2020-09-04 03:24:55,1599189895,17,22,0.511,0.03,0.122,20.5,91.2,W ,0
06102,성남시,41130,"선경아파트, 성남중원경찰서",2020-09-04 03:20:43,1599189643,21,33,0,0,0.061,21.3,83,W ,0.3
07505,성남시,41130,성내미육교.판교박물관,2020-09-04 03:23:07,1599189787,22,31,0.036,0.072,0.075,20.4,89.1,NW,0.3
07098,성남시,41130,롯데백화점.수내역,2020-09-04 03:21:26,1599189686,22,28,0.141,0.011,0.1,21.5,86.8,W ,0.8
07508,성남시,41130,차그룹컨소시엄,2020-09-04 03:25:57,1599189957,22,29,0,0.034,0.057,21.2,87.4,NW,0
06032,성남시,41130,아튼빌후문,2020-09-04 03:29:12,1599190152,22,30,0.215,0,0.078,21.7,83.9,SW,0.7
07239,성남시,41130,분당등기소,2020-09-04 03:24:16,1599189856,20,28,0,0.029,0.09,21.4,86.9,SW,0.1
07250,성남시,41130,임광아파트정문.효자촌입구.분당중앙교회,2020-09-04 03:29:46,1599190186,20,26,0.225,0,0.068,21.3,86.2,E ,0
07300,성남시,41130,동국대한방병원.신성아파트.수내고교,2020-09-04 03:28:50,1599190130,16,19,0.227,0,0.06,20.9,88.8,SW,0
07325,성남시,41130,중앙공원.샛별마을우방아파트,2020-09-04 03:23:48,1599189828,22,26,0.334,0.015,0,20.8,89.1,NW,0
06053,성남시,41130,상대원시장.새마을금고,2020-09-04 03:23:15,1599189795,21,29,0.092,0.048,0.145,21.7,82.2,E ,0
07142,성남시,41130,분당구청.중앙공원후문,2020-09-04 03:19:54,1599189594,19,24,0,0,0.07,19.8,94.6,N ,0.2
07205,성남시,41130,새마을연수원입구,2020-09-04 03:23:24,1599189804,20,23,0,0.031,0.084,21.2,86.5,NE,0.1
05326,성남시,41130,위례중앙초등학교,2020-09-04 03:23:20,1599189800,20,27,0,0.074,0.012,20.8,88.1,NE,0.6
07444,성남시,41130,장안중학교후문,2020-09-04 03:28:55,1599190135,25,36,0.276,0,0.04,21.2,86.2,S ,0
06049,성남시,41130,상대원고개,2020-09-04 03:29:52,1599190192,20,24,0.169,0,0.054,21.2,84.3,NW,1.1
07103,성남시,41130,대원사거리.까치마을,2020-09-04 03:26:13,1599189973,16,21,0.325,0,0,20.3,93,E ,0
07060,성남시,41130,하얀마을.구미도서관,2020-09-04 03:27:11,1599190031,18,22,0.372,0,0.089,20.2,93.2,NE,0
07270,성남시,41130,목련마을한신아파트,2020-09-04 03:22:24,1599189744,16,18,0.345,0,0.113,21.2,86.7,N ,0.3
07045,성남시,41130,미금역.2001아울렛,2020-09-04 03:21:38,1599189698,20,26,0.46,0,0.054,20.9,89.2,NW,0.4
05033,성남시,41130,성남수정경찰서,2020-09-04 03:26:26,1599189986,25,33,0,0,0.027,21.2,86.4,SW,0.3
07059,성남시,41130,농수산물센터,2020-09-04 03:20:50,1599189650,19,25,0.246,0,0.08,20.2,91.9,NE,0.8
05073,성남시,41130,태평제일교회,2020-09-04 03:27:15,1599190035,22,29,0,0,0.061,21.5,84.3,W ,1.3
05036,성남시,41130,모란고개,2020-09-04 03:22:20,1599189740,13,16,0,0,0.06,21.3,85.9,S ,0.2
07155,성남시,41130,푸른마을,2020-09-04 03:25:53,1599189953,16,21,0,0.002,0.065,21.2,86.8,SW,0
07502,성남시,41130,판교도서관.판교청소년수련관,2020-09-04 03:24:55,1599189895,18,24,0.322,0,0.037,20.8,88.8,E ,1
07498,성남시,41130,삼평교,2020-09-04 03:29:43,1599190183,19,23,0.136,0,0.107,20.4,90.9,W ,0.3
06349,성남시,41130,상대원1동행정복지센터,2020-09-04 03:26:49,1599190009,15,18,0,0,0.056,21.5,82.8,SE,0.8
05135,성남시,41130,을지대학교.생활관,2020-09-04 03:21:22,1599189682,22,28,0,0.029,0.047,21.6,82.5,N ,0
05008,성남시,41130,고등동우체국,2020-09-04 03:28:11,1599190091,22,30,0,0.016,0.088,20.6,88.2,E ,0.4
05142,성남시,41130,복정초등학교,2020-09-04 03:29:28,1599190168,16,20,0.015,0,0.083,20.9,88.8,W ,0.4
07283,성남시,41130,영남아파트,2020-09-04 03:27:37,1599190057,17,20,0,0,0.03,21.3,87,NW,0.2
05021,성남시,41130,신촌동앞,2020-09-04 03:26:18,1599189978,22,28,0,0.075,0.05,20.8,88.5,NW,0
06195,성남시,41130,도촌3단지,2020-09-04 03:29:21,1599190161,15,17,0,0.019,0.041,21.3,86.4,NW,0
05140,성남시,41130,성남초교사거리,2020-09-04 03:21:04,1599189664,21,28,0,0,0.065,21.5,83.3,SW,0.1
07561,성남시,41130,이매촌한신.서현역.AK프라자,2020-09-04 03:23:20,1599189800,20,26,0,0.002,0.073,21.4,86.4,NE,0.3
05322,성남시,41130,위례새초롱유치원,2020-09-04 03:29:41,1599190181,15,17,0,0,0.075,21.5,84.5,W ,0.5
06210,성남시,41130,(구)단대동주민센터,2020-09-04 03:26:03,1599189963,16,22,0,0.007,0.025,21.8,82.5,E ,0.7
06070,성남시,41130,은행동현대아파트,2020-09-04 03:20:25,1599189625,15,20,0,0.008,0.097,21.3,83.1,SE,0.4
06206,성남시,41130,성남우체국,2020-09-04 03:20:09,1599189609,12,17,0,0,0.011,21.5,83.6,SW,0.5
07110,성남시,41130,주공4단지,2020-09-04 03:21:24,1599189684,20,35,0,0.054,0.084,20.5,91.8,SE,0
07624,성남시,41130,정자역,2020-09-04 03:20:32,1599189632,53,65,0,0,0.118,21.1,88.8,SW,0.2
07029,성남시,41130,로얄냉장,2020-09-04 03:27:16,1599190036,13,16,0.191,0,0.058,19,95.4,NW,0.2
06164,성남시,41130,모란역.모란시장입구.풍생중고교,2020-08-31 15:20:56,1598887256,7,11,0,0.007,0.045,30.3,66.7,SW,0.2
06155,성남시,41130,현대아파트.중원도서관,2020-08-31 15:20:44,1598887244,8,13,0,0.02,0.066,30.5,66.2,E ,1.2
07367,성남시,41130,"동부, 코오롱 아파트",2020-08-31 15:27:02,1598887622,6,8,0.193,0,0.025,29.3,73.9,NW,0.3
07020,성남시,41130,너더리육교,2020-08-31 15:25:28,1598887528,5,12,0,0,0.067,29.7,71.5,SE,0
06229,성남시,41130,성남시청,2020-08-31 15:27:30,1598887650,4,8,0,0,0.099,30.5,68,S ,0
07334,성남시,41130,청솔주공6단지,2020-08-31 15:24:47,1598887487,4,8,0.075,0.026,0.067,29.3,75.6,SE,0
07472,성남시,41130,분당중앙고앞,2020-08-31 15:24:26,1598887466,1,1,0.374,0,0.095,29,74.5,E ,0.3
07116,성남시,41130,분당도서관.계원예고.이마트,2020-08-31 15:25:08,1598887508,6,10,0.511,0.03,0.122,29.1,74.3,S ,0
06102,성남시,41130,"선경아파트, 성남중원경찰서",2020-08-31 15:20:58,1598887258,3,4,0,0,0.106,29.5,69.5,SW,0
07505,성남시,41130,성내미육교.판교박물관,2020-08-31 15:23:22,1598887402,7,10,0.036,0.113,0.11,30.2,67.5,W ,0.8
07098,성남시,41130,롯데백화점.수내역,2020-08-31 15:21:40,1598887300,7,12,0.141,0.011,0.1,30.4,68.5,W ,0.3
07508,성남시,41130,차그룹컨소시엄,2020-08-31 15:26:11,1598887571,7,12,0,0.034,0.057,30.1,67.6,SE,0.7
06032,성남시,41130,아튼빌후문,2020-08-31 15:19:17,1598887157,8,12,0.215,0,0.078,30.3,67.8,SE,1.2
07239,성남시,41130,분당등기소,2020-08-31 15:24:31,1598887471,3,6,0,0.029,0.09,30,70.4,W ,1.1
07250,성남시,41130,임광아파트정문.효자촌입구.분당중앙교회,2020-08-31 15:20:02,1598887202,4,6,0.375,0.004,0.107,29.9,71.2,S ,0
07300,성남시,41130,동국대한방병원.신성아파트.수내고교,2020-08-31 15:19:04,1598887144,2,3,0.163,0,0.069,29.5,74.5,NW,0
07325,성남시,41130,중앙공원.샛별마을우방아파트,2020-08-31 15:24:03,1598887443,4,6,0.249,0.015,0,28.9,76.7,E ,0
06053,성남시,41130,상대원시장.새마을금고,2020-08-31 15:23:29,1598887409,7,13,0.092,0.048,0.145,30.8,64.3,SE,0
07142,성남시,41130,분당구청.중앙공원후문,2020-08-31 15:20:10,1598887210,11,18,0,0,0.07,28.7,75.9,N ,0
07205,성남시,41130,새마을연수원입구,2020-08-31 15:23:39,1598887419,7,12,0,0.031,0.084,29.6,71.7,SE,0
05326,성남시,41130,위례중앙초등학교,2020-08-31 15:23:33,1598887413,7,21,0,0.074,0.012,30.3,66.8,W ,0.5
07444,성남시,41130,장안중학교후문,2020-08-31 15:29:11,1598887751,5,11,0.18,0,0.065,29.7,72.5,S ,0.1
06049,성남시,41130,상대원고개,2020-08-31 15:20:06,1598887206,8,18,0.059,0.017,0.064,30.1,65.6,NE,0.3
07103,성남시,41130,대원사거리.까치마을,2020-08-31 15:26:27,1598887587,3,4,0.232,0,0,29.4,73.3,S ,0.7
07060,성남시,41130,하얀마을.구미도서관,2020-08-31 15:27:26,1598887646,7,15,0.517,0.004,0.122,31,68.3,SE,0.7
07270,성남시,41130,목련마을한신아파트,2020-08-31 15:22:39,1598887359,2,3,0.251,0,0.126,29.6,73.3,N ,0
07045,성남시,41130,미금역.2001아울렛,2020-08-31 15:21:53,1598887313,4,6,0.46,0,0.054,30.8,67.8,W ,0.2
05033,성남시,41130,성남수정경찰서,2020-08-31 15:26:21,1598887581,7,10,0,0,0.056,30.9,64,NW,0
07059,성남시,41130,농수산물센터,2020-08-31 15:21:05,1598887265,5,8,0.167,0,0.08,29.5,71.7,E ,0.8
05073,성남시,41130,태평제일교회,2020-08-31 15:27:30,1598887650,9,15,0,0.024,0.078,29.8,67.2,W ,1.2
05036,성남시,41130,모란고개,2020-08-31 15:22:36,1598887356,5,7,0,0,0.082,30.5,65.8,SE,0.3
07155,성남시,41130,푸른마을,2020-08-31 15:26:09,1598887569,9,20,0,0.002,0.065,30.1,70.1,W ,0.3
07502,성남시,41130,판교도서관.판교청소년수련관,2020-08-31 15:25:07,1598887507,5,8,0.265,0,0.061,29.5,75.4,SW,0
07498,성남시,41130,삼평교,2020-08-31 15:29:56,1598887796,4,5,0.136,0,0.133,30.1,72.3,S ,0.4
06349,성남시,41130,상대원1동행정복지센터,2020-08-31 15:27:02,1598887622,3,7,0,0,0.056,31,65,E ,0.3
05135,성남시,41130,을지대학교.생활관,2020-08-31 15:21:35,1598887295,8,12,0,0.029,0.047,29.8,68.9,N ,0
05008,성남시,41130,고등동우체국,2020-08-31 15:28:26,1598887706,5,7,0,0.067,0.104,31.6,63.8,SW,0
05142,성남시,41130,복정초등학교,2020-08-31 15:29:42,1598887782,3,6,0,0,0.083,30.5,67.9,NW,0.5
07283,성남시,41130,영남아파트,2020-08-31 15:27:53,1598887673,3,6,0.014,0.023,0.048,29.3,76.5,SE,0
05021,성남시,41130,신촌동앞,2020-08-31 15:26:32,1598887592,4,7,0,0.075,0.05,30.3,66.3,SE,2
06195,성남시,41130,도촌3단지,2020-08-31 15:29:36,1598887776,4,11,0,0.019,0.041,29.6,74.6,SE,0.2
05140,성남시,41130,성남초교사거리,2020-08-31 15:21:20,1598887280,6,11,0,0.003,0.124,30,66.5,SE,1.7
07561,성남시,41130,이매촌한신.서현역.AK프라자,2020-08-31 15:23:36,1598887416,5,9,0,0.002,0.073,29,75.3,NE,0
05322,성남시,41130,위례새초롱유치원,2020-08-31 15:29:54,1598887794,3,6,0,0,0.075,30.1,66.9,W ,0.3
06210,성남시,41130,(구)단대동주민센터,2020-08-31 15:26:18,1598887578,4,6,0,0.038,0.025,30.7,64.6,W ,1.5
06070,성남시,41130,은행동현대아파트,2020-08-31 15:20:37,1598887237,3,6,0,0.024,0.097,30.4,66,W ,0.6
06206,성남시,41130,성남우체국,2020-08-31 15:20:22,1598887222,4,7,0.238,0,0.025,30.6,64.3,SW,0.8
07110,성남시,41130,주공4단지,2020-08-31 15:21:42,1598887302,4,10,0,0.085,0.095,29.9,70.8,SE,0.3
07624,성남시,41130,정자역,2020-08-31 15:20:46,1598887246,6,8,0,0,0.118,29.7,68.5,NW,0.5
07029,성남시,41130,로얄냉장,2020-08-31 15:27:31,1598887651,7,10,0.081,0,0.05,30.4,67.1,NE,1.2
05183,성남시,41130,송현초등학교.판교이지더원2단지,2020-08-31 15:23:20,1598887400,4,7,0.161,0,0.098,30.1,67.7,SE,0.3
07515,성남시,41130,뫼루니육교,2020-08-31 15:23:15,1598887395,3,5,0.247,0,0.096,29.2,75.4,SE,0.2
07400,성남시,41130,아름마을.방아다리사거리,2020-08-31 15:25:49,1598887549,3,4,0,0.005,0.06,29.7,71.9,E ,0
07301,성남시,41130,송림고등학교.이매촌청구아파트.동신아파트,2020-08-31 15:29:12,1598887752,3,8,0,0,0.064,30.1,72.7,S ,0
07092,성남시,41130,주공7단지.한솔종합사회복지관,2020-08-31 15:21:42,1598887302,5,7,0.026,0.138,0.08,29.8,69.6,SE,0
05070,성남시,41130,수진역.성호시장.성일중고입구,2020-08-31 15:24:40,1598887480,4,7,0.429,0.014,0.017,30.5,64.9,E ,0.3
07220,성남시,41130,평생학습원. 중앙도서관,2020-08-31 15:21:36,1598887296,3,5,0,0,0,29.6,75.6,SE,0.2
07163,성남시,41130,한솔마을청구아파트,2020-08-31 15:25:05,1598887505,3,5,0,0,0.055,29.7,70.8,S ,0
23305,남양주시,41360,금곡예비군훈련장.충일아파트,2020-08-31 15:28:01,1598887681,7,17,1.383,0.071,0.079,30.1,67.5,NE,0.6
49831,남양주시,41360,금강펜테리움 1차,2020-08-31 15:25:36,1598887536,5,10,0,0.001,0.125,29.4,68,SW,1.3
49689,남양주시,41360,도농고,2020-08-31 15:28:26,1598887706,17,41,0,0,0,31.2,61.2,NW,0.3
23087,남양주시,41360,롯데아파트.다산센트레빌,2020-08-31 15:25:53,1598887553,11,40,0,0,0.078,30.6,64.1,S ,0.2
49291,남양주시,41360,오남체육공원.대우푸르지오아파트,2020-08-31 15:21:40,1598887300,1,2,0,0,0.046,29.2,68,W ,0.7
23528,남양주시,41360,마석가구공단.천마산스키장입구,2020-08-31 15:21:06,1598887266,3,6,0,0,0.091,29.6,71.1,NW,0
49276,남양주시,41360,신동아아파트입구.한양병원,2020-08-31 15:22:20,1598887340,4,9,0,0.01,0.094,29.4,67.6,NW,0
23537,남양주시,41360,능내리봉안마을,2020-08-31 15:22:21,1598887341,4,11,0,0.006,0.063,30.9,65.8,SW,1.2
49174,남양주시,41360,롯데마트,2020-08-31 15:26:25,1598887585,4,7,0,0,0.126,30.3,65.7,NE,0.7
23935,남양주시,41360,진중삼거리,2020-08-31 15:29:44,1598887784,3,5,0,0.032,0.083,30,70.1,SW,0
23054,남양주시,41360,넉바위마을,2020-08-31 15:24:52,1598887492,3,6,0,0.037,0.097,31.2,63.6,W ,0.3
23220,남양주시,41360,지세마을,2020-08-31 15:28:01,1598887681,5,16,0,0,0.019,30.7,64.4,W ,0.8
23652,남양주시,41360,무량사,2020-08-31 15:20:49,1598887249,3,4,0,0.141,3.399,30.2,65.7,W ,1.1
49340,남양주시,41360,삼육대후문.논골.한화아파트,2020-08-31 15:23:43,1598887423,11,26,0,0.006,0.086,30.7,62.5,E ,0
23331,남양주시,41360,금곡동주민자치센터.장애인복지관.보훈회관.금강.명지A,2020-08-31 15:27:48,1598887668,3,5,0,0.115,0.113,30.4,66,SW,0.3
23363,남양주시,41360,홍유릉.금곡동주민센터.남양주고용복지플러스센터,2020-08-31 15:27:20,1598887640,4,5,0,0,0.053,30,64.7,NE,0.3
49350,남양주시,41360,대원칸타빌.모아미래도.유승한내들이든힐즈,2020-08-31 15:22:56,1598887376,2,5,0,0,0.05,29.8,68.3,S ,0.1
23336,남양주시,41360,인정프린스아파트.구금곡역,2020-08-31 15:21:13,1598887273,3,8,0,0.386,0.104,30.1,65.5,N ,0.7
23378,남양주시,41360,금곡역.어룡마을입구.주유소,2020-08-31 15:22:55,1598887375,4,8,0,0,0.057,29.6,66.9,N ,2.8
23917,남양주시,41360,별내면사무소.에코랜드입구,2020-08-31 15:23:43,1598887423,10,28,0,0.029,0.073,30.2,65.5,N ,1
23875,남양주시,41360,와부읍사무소,2020-08-31 15:24:53,1598887493,5,10,0,0,0,30.2,72.7,E ,0
23149,남양주시,41360,법골,2020-08-31 15:27:33,1598887653,5,9,0,0.048,0.05,30.4,64.8,NE,0.3
49205,남양주시,41360,신영지웰.금강아파트.진접초교,2020-08-31 15:29:15,1598887755,1,3,0,0,0.048,29.3,68.7,SW,1.8
23022,남양주시,41360,청학리주공2.3단지.농협,2020-08-31 15:21:15,1598887275,32,51,0,0.046,0.062,30.8,61.4,S ,0
23969,남양주시,41360,"풍양중, 진접고등학교",2020-08-31 15:22:47,1598887367,4,8,0,0.013,0.089,30.2,65.4,NE,0.4
23964,남양주시,41360,신도브래뉴아파트,2020-08-31 15:22:40,1598887360,1,1,0.081,0,0.037,30.7,63.7,E ,0
23356,남양주시,41360,광릉내종점,2020-08-31 15:22:46,1598887366,15,18,0,0.006,0.093,30.6,60.1,W ,0.5
49201,남양주시,41360,경복대학,2020-08-31 15:23:13,1598887393,6,8,0,0,0.086,29.9,65.9,SW,0.7
49444,남양주시,41360,휴먼시아1636,2020-08-31 15:21:35,1598887295,2,6,0,0.003,0.059,29.8,66,SW,0.3
23313,남양주시,41360,신광마을입구.진접센트레빌시티,2020-08-31 15:26:53,1598887613,3,8,0,0,0.064,30.5,63.7,W ,0.5
23246,남양주시,41360,진접파출소.제일약국,2020-08-31 15:25:41,1598887541,2,2,0,0.041,0.092,31.9,57.9,SE,0.2
23806,남양주시,41360,중포마을.롯데택배,2020-08-31 15:29:23,1598887763,8,23,0,0,0.082,30.2,63.5,S ,1.2
23780,남양주시,41360,연평3리마을회관,2020-08-31 15:28:16,1598887696,6,13,0,0.006,0.076,30.3,67.4,NE,0
42703,남양주시,41360,주공3.4단지,2020-08-31 15:25:43,1598887543,1,3,0,0.023,0.129,28.8,70.8,NE,1.5
23063,남양주시,41360,퇴계원농협,2020-08-31 15:29:31,1598887771,10,26,0.11,0.359,0.122,32.1,57.2,W ,0
42123,남양주시,41360,퇴계원5리,2020-08-31 15:23:16,1598887396,2,5,0,0.033,0.063,29.6,68.8,W ,1.1
23888,남양주시,41360,대대울,2020-08-31 15:23:47,1598887427,2,4,0,0,0.077,31.4,61.4,N ,1.1
23481,남양주시,41360,호평동.대주신명아파트,2020-08-31 15:25:52,1598887552,1,2,0,0.031,0.104,28.4,70.7,SE,0
23698,남양주시,41360,호평고등학교.동원아파트,2020-08-31 15:20:59,1598887259,1,4,0,0.014,0.08,28.5,70.2,NE,2
23444,남양주시,41360,장내마을.평내파출소,2020-08-31 15:22:24,1598887344,1,2,0,0.052,0.121,29.5,68.3,W ,0.6
23485,남양주시,41360,대명루첸1차아파트,2020-08-31 15:28:24,1598887704,3,5,0,0,0,28,72.9,SW,0.3
49137,남양주시,41360,대주2차아파트앞,2020-08-31 15:21:42,1598887302,1,1,0,0,0.069,27.7,74.9,SW,0
23455,남양주시,41360,평내동 주민센터,2020-08-31 15:29:26,1598887766,4,8,0,0,0.156,29.9,63.7,E ,0
23448,남양주시,41360,장내중.평내고.남양주소방서,2020-08-31 15:20:41,1598887241,4,7,0,0.032,0.087,31.2,61.3,W ,0.1
23037,남양주시,41360,평양골,2020-08-31 15:20:12,1598887212,1,1,0,0,0.094,30.4,63.3,SW,0.2
05048,성남시,41130,중앙시장.농협,2020-08-31 15:28:56,1598887736,7,14,0.129,0,0.067,31,63.1,SW,0.7
23391,남양주시,41360,성도아파트,2020-08-31 15:22:46,1598887366,3,6,0.16,0.053,0.086,29.7,65.6,E ,2.8
23340,남양주시,41360,여우내마을,2020-08-31 15:29:04,1598887744,3,5,0,0.018,0.032,31.8,60.3,N ,1.2
